"Scientific.Name","preGH","Stem","Size","Leaf","GH","genus","ht.max"
"Salmea insipida","L.BE","L",".","BE","L.BE","Salmea",12
"Salmea montana","L.BE","L",".","BE","L.BE","Salmea",12
"Salmea oligocephala","L.BE","L",".","BE","L.BE","Salmea",12
"Salmea orthocephala","L.BE","L",".","BE","L.BE","Salmea",12
"Salmea palmeri","L.BE","L",".","BE","L.BE","Salmea",12
"Salmea pauciceps","L.BE","L",".","BE","L.BE","Salmea",12
"Salmea petrobioides","L.BE","L",".","BE","L.BE","Salmea",12
"Salmea sessilifolia","L.BE","L",".","BE","L.BE","Salmea",12
"Salmea umbratilis","L.BE","L",".","BE","L.BE","Salmea",12
"Salpianthus aequalis","","H","2","F","H2F","Salpianthus",0.6
"Salpianthus arenarius","S","S","2","F","S2F","Salpianthus",3
"Salpianthus macrodontus","H","H","2","F","H2F","Salpianthus",0.6
"Salpianthus purpurascens","H","H","2","F","H2F","Salpianthus",0.6
"Salpichlaena thalassica","","H",".","FE","H.FE","Salpichlaena",0.6
"Salpichlaena volubilis","H.FE","H",".","FE","H.FE","Salpichlaena",0.6
"Salpiglossis arniatera","","H","1","F","H1F","Salpiglossis",0.6
"Salpingostylis coelestina","H2F","H","2","F","H2F","Salpingostylis",0.6
"Salpixantha coccinea","","H","2","F","H2F","Salpixantha",0.6
"Salvia acerifolia","","S","1","BD","S1BD","Salvia",0.3
"Salvia adenophora","","S","1","BD","S1BD","Salvia",0.3
"Salvia adenophora","","S","1","BD","S1BD","Salvia",0.6
"Salvia pubescens","","H","2","F","H2F","Salvia",0.6
"Salvia pubescens","","H","2","F","H2F","Salvia",0.3
"Salvia aequidistans","","H","2","F","H2F","Salvia",0.6
"Salvia agnes","","H","2","F","H2F","Salvia",0.6
"Salvia alamosana","","H","2","F","H2F","Salvia",0.6
"Salvia albicalyx","","S","1","BD","S1BD","Salvia",0.3
"Salvia albiflora","H","H","2","F","H2F","Salvia",0.6
"Salvia albiterrarum","","S","1","BD","S1BD","Salvia",0.3
"Salvia albocaerulea","","S","1","BD","S1BD","Salvia",0.3
"Salvia prasiifolia","","H","2","F","H2F","Salvia",0.6
"Salvia altimitrata","","S","1","BD","S1BD","Salvia",0.3
"Salvia alvajaca","H","H","2","F","H2F","Salvia",0.6
"Salvia amarissima","H","H","2","F","H2F","Salvia",0.6
"Salvia anastomosans","","S","1","BD","S1BD","Salvia",0.3
"Salvia angulata","H","H","2","F","H2F","Salvia",0.6
"Salvia angustiarum","","S","1","BD","S1BD","Salvia",0.3
"Salvia arborescens","","H","2","F","H2F","Salvia",0.6
"Salvia iodantha","","H","2","F","H2F","Salvia",0.6
"Salvia arduinervis","","H","2","F","H2F","Salvia",0.6
"Salvia areolata","","H","2","F","H2F","Salvia",0.6
"Salvia arthrocoma","","S","1","BD","S1BD","Salvia",0.3
"Salvia aspera","","S","1","BD","S1BD","Salvia",0.3
"Salvia assurgens","","H","2","F","H2F","Salvia",0.6
"Salvia atropaenulata","","S","1","BD","S1BD","Salvia",0.3
"Salvia axillaris","","H","2","F","H2F","Salvia",0.6
"Salvia bahorucona","","H","2","F","H2F","Salvia",0.6
"Salvia betulifolia","","S","1","BD","S1BD","Salvia",0.3
"Salvia biserrata","","S","1","BD","S1BD","Salvia",0.3
"Salvia boegei","","S","1","BD","S1BD","Salvia",0.3
"Salvia booleana","","H","2","F","H2F","Salvia",0.6
"Salvia brachyloba","","H","2","F","H2F","Salvia",0.6
"Salvia brachyodonta","","S","1","BD","S1BD","Salvia",0.3
"Salvia brachyphylla","","H","2","F","H2F","Salvia",0.6
"Salvia breviflora","","S","1","BD","S1BD","Salvia",0.3
"Salvia breviflora","","S","1","BD","S1BD","Salvia",0.6
"Salvia buchananii","","S","1","BD","S1BD","Salvia",0.3
"Salvia buchii","","H","2","F","H2F","Salvia",0.6
"Salvia cabonii","","H","2","F","H2F","Salvia",0.6
"Salvia cacaliifolia","H","H","2","F","H2F","Salvia",0.6
"Salvia cacomensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia calaminthifolia","","H","2","F","H2F","Salvia",0.6
"Salvia calderoniae","","S","1","BD","S1BD","Salvia",0.3
"Salvia californica","","S","1","BD","S1BD","Salvia",0.3
"Salvia candicans","S","S","1","BD","S1BD","Salvia",0.3
"Salvia circinnata","","H","2","F","H2F","Salvia",0.6
"Salvia capitata","","S","1","BD","S1BD","Salvia",0.3
"Salvia carnea","H","H","2","F","H2F","Salvia",0.6
"Salvia carranzae","","S","1","BD","S1BD","Salvia",0.3
"Salvia carreyesii","","S","1","BD","S1BD","Salvia",0.3
"Salvia carrilloi","","H","2","F","H2F","Salvia",0.6
"Salvia caudata","","H","2","F","H2F","Salvia",0.6
"Salvia cedrosensis","S","S","1","BD","S1BD","Salvia",0.3
"Salvia chalarothyrsa","","S","1","BD","S1BD","Salvia",0.3
"Salvia chamaedryoides","","H","2","F","H2F","Salvia",0.6
"Salvia chapalensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia chapmanii","H2F","H","2","F","H2F","Salvia",0.6
"Salvia hispanica","","H","2","F","H2F","Salvia",0.6
"Salvia chiapensis","S","S","1","BD","S1BD","Salvia",0.3
"Salvia chionopeplica","","S","1","BD","S1BD","Salvia",0.3
"Salvia chionophylla","","S","1","BD","S1BD","Salvia",0.3
"Salvia cinnabarina","","H","2","F","H2F","Salvia",0.6
"Salvia clarendonensis","","H","2","F","H2F","Salvia",0.6
"Salvia clarkcowanii","","S","1","BD","S1BD","Salvia",0.3
"Salvia clinopodioides","","H","2","F","H2F","Salvia",0.6
"Salvia coahuilensis","","H","2","F","H2F","Salvia",0.6
"Salvia cognata","","H","2","F","H2F","Salvia",0.6
"Salvia collinsii","","S","1","BD","S1BD","Salvia",0.3
"Salvia colonica","","H","2","F","H2F","Salvia",0.6
"Salvia comayaguana","S","S","1","BD","S1BD","Salvia",0.3
"Salvia compsostachys","","H","2","F","H2F","Salvia",0.6
"Salvia concolor","H","H","2","F","H2F","Salvia",0.6
"Salvia confertispicata","","S","1","BD","S1BD","Salvia",0.3
"Salvia connivens","","H","2","F","H2F","Salvia",0.6
"Salvia coriana","","H","2","F","H2F","Salvia",0.6
"Salvia costaricensis","H","H","2","F","H2F","Salvia",0.6
"Salvia coulteri","","H","2","F","H2F","Salvia",0.6
"Salvia crucis","","H","2","F","H2F","Salvia",0.6
"Salvia cryptodonta","","H","2","F","H2F","Salvia",0.6
"Salvia cualensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia cubensis","","H","2","F","H2F","Salvia",0.6
"Salvia nervata","","H","2","F","H2F","Salvia",0.6
"Salvia nervata","","H","2","F","H2F","Salvia",0.3
"Salvia curviflora","","H","2","F","H2F","Salvia",0.6
"Salvia cyanantha","","S","1","BD","S1BD","Salvia",0.3
"Salvia adenophora","","H","2","F","H2F","Salvia",0.3
"Salvia adenophora","","H","2","F","H2F","Salvia",0.6
"Salvia thyrsiflora","","H","2","F","H2F","Salvia",0.6
"Salvia decora","","S","1","BD","S1BD","Salvia",0.3
"Salvia decumbens","","H","2","F","H2F","Salvia",0.6
"Salvia densiflora","","H","2","F","H2F","Salvia",0.6
"Salvia dichlamys","","S","1","BD","S1BD","Salvia",0.3
"Salvia dichlamys","","S","1","BD","S1BD","Salvia",0.6
"Salvia diegoae","","S","1","BD","S1BD","Salvia",0.3
"Salvia disjuncta","","S","1","BD","S1BD","Salvia",0.3
"Salvia divinorum","","S","1","BD","S1BD","Salvia",0.3
"Salvia dorisiana","H","H","2","F","H2F","Salvia",0.6
"Salvia dryophila","","S","1","BD","S1BD","Salvia",0.3
"Salvia durangensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia duripes","","S","1","BD","S1BD","Salvia",0.3
"Salvia eizi-matudae","","S","1","BD","S1BD","Salvia",0.3
"Salvia elegans","H","H","2","F","H2F","Salvia",0.6
"Salvia emaciata","","S","1","BD","S1BD","Salvia",0.3
"Salvia eriocalyx","","S","1","BD","S1BD","Salvia",0.3
"Salvia ernesti-vargasii","S","S","1","BD","S1BD","Salvia",0.3
"Salvia tubifera","","H","2","F","H2F","Salvia",0.6
"Salvia roscida","","H","2","F","H2F","Salvia",0.6
"Salvia rosmarinus","","H","2","F","H2F","Salvia",0.3
"Salvia rosmarinus","","H","2","F","H2F","Salvia",0.6
"Salvia serotina","","H","2","F","H2F","Salvia",0.6
"Salvia kellermanii","","H","2","F","H2F","Salvia",0.6
"Salvia kellermanii","","H","2","F","H2F","Salvia",0.3
"Salvia filifolia","","H","2","F","H2F","Salvia",0.6
"Salvia filipes","","H","2","F","H2F","Salvia",0.6
"Salvia firma","","S","1","BD","S1BD","Salvia",0.3
"Salvia flaccida","","S","1","BD","S1BD","Salvia",0.3
"Salvia flaccidifolia","","S","1","BD","S1BD","Salvia",0.3
"Salvia fluviatilis","H","H","2","F","H2F","Salvia",0.6
"Salvia prunelloides","","H","2","F","H2F","Salvia",0.6
"Salvia foveolata","","H","2","F","H2F","Salvia",0.6
"Salvia fruticulosa","","S","1","BD","S1BD","Salvia",0.3
"Salvia fulgens","H","H","2","F","H2F","Salvia",0.6
"Salvia fusca","","S","1","BD","S1BD","Salvia",0.3
"Salvia lasiocephala","","H","2","F","H2F","Salvia",0.6
"Salvia gesneriiflora","","H","2","F","H2F","Salvia",0.6
"Salvia glabra","","S","1","BD","S1BD","Salvia",0.3
"Salvia goldmanii","","H","2","F","H2F","Salvia",0.6
"Salvia gonzalezii","","S","1","BD","S1BD","Salvia",0.3
"Salvia purpurea","","H","2","F","H2F","Salvia",0.6
"Salvia gracilis","H","H","2","F","H2F","Salvia",0.6
"Salvia grandis","","H","2","F","H2F","Salvia",0.6
"Salvia gravida","","S","1","BD","S1BD","Salvia",0.3
"Salvia guadalajarensis","","H","2","F","H2F","Salvia",0.6
"Salvia gypsophila","","H","2","F","H2F","Salvia",0.6
"Salvia haitiensis","","H","2","F","H2F","Salvia",0.6
"Salvia helianthemifolia","","H","2","F","H2F","Salvia",0.6
"Salvia herbacea","H","H","2","F","H2F","Salvia",0.6
"Salvia heterotricha","","H","2","F","H2F","Salvia",0.6
"Salvia hidalgensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia hintonii","","S","1","BD","S1BD","Salvia",0.3
"Salvia hirsuta","","H","2","F","H2F","Salvia",0.6
"Salvia holwayi","","S","1","BD","S1BD","Salvia",0.3
"Salvia hotteana","","H","2","F","H2F","Salvia",0.6
"Salvia ibugana","","S","1","BD","S1BD","Salvia",0.3
"Salvia incumbens","","H","2","F","H2F","Salvia",0.6
"Salvia indigocephala","","H","2","F","H2F","Salvia",0.6
"Salvia infuscata","H","H","2","F","H2F","Salvia",0.6
"Salvia inornata","","S","1","BD","S1BD","Salvia",0.3
"Salvia involucrata","H","H","2","F","H2F","Salvia",0.6
"Salvia iodochroa","","H","2","F","H2F","Salvia",0.6
"Salvia iodophylla","","S","1","BD","S1BD","Salvia",0.3
"Salvia ionocalyx","","S","1","BD","S1BD","Salvia",0.3
"Salvia isochroma","","H","2","F","H2F","Salvia",0.6
"Salvia jacalana","","S","1","BD","S1BD","Salvia",0.3
"Salvia jacobi","","S","1","BD","S1BD","Salvia",0.3
"Salvia jaimehintoniana","","H","2","F","H2F","Salvia",0.6
"Salvia longispicata","","H","2","F","H2F","Salvia",0.6
"Salvia jamaicensis","","H","2","F","H2F","Salvia",0.6
"Salvia jessicae","","S","1","BD","S1BD","Salvia",0.3
"Salvia karwinskii","S","S","1","BD","S1BD","Salvia",0.3
"Salvia keerlii","","H","2","F","H2F","Salvia",0.6
"Salvia kellermanii","S","S","1","BD","S1BD","Salvia",0.6
"Salvia kellermanii","S","S","1","BD","S1BD","Salvia",0.3
"Salvia lachnaiocloda","","H","2","F","H2F","Salvia",0.6
"Salvia laevis","","H","2","F","H2F","Salvia",0.6
"Salvia lamiifolia","","H","2","F","H2F","Salvia",0.6
"Salvia lanceolata","","H","2","F","H2F","Salvia",0.6
"Salvia langlassei","","S","1","BD","S1BD","Salvia",0.3
"Salvia languidula","","S","1","BD","S1BD","Salvia",0.3
"Salvia lanicalyx","","S","1","BD","S1BD","Salvia",0.3
"Salvia lapazana","","S","1","BD","S1BD","Salvia",0.3
"Salvia lasiantha","S","S","1","BE","S1BE","Salvia",0.3
"Salvia lasiantha","S","S","1","BE","S1BE","Salvia",0.6
"Salvia lasiocephala","H","H","2","F","H2F","Salvia",0.6
"Salvia lavanduloides","H","H","2","F","H2F","Salvia",0.6
"Salvia lavendula","","H","2","F","H2F","Salvia",0.6
"Salvia leptostachys","","H","2","F","H2F","Salvia",0.6
"Salvia leucantha","H","H","2","F","H2F","Salvia",0.6
"Salvia leucochlamys","","S","1","BD","S1BD","Salvia",0.3
"Salvia lineata","","S","1","BD","S1BD","Salvia",0.3
"Salvia littae","","S","1","BD","S1BD","Salvia",0.3
"Salvia lophanthoides","","S","1","BD","S1BD","Salvia",0.3
"Salvia macellaria","","H","2","F","H2F","Salvia",0.6
"Salvia madrensis","","H","2","F","H2F","Salvia",0.6
"Salvia manantlanensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia marci","","S","1","BD","S1BD","Salvia",0.3
"Salvia mazatlanensis","","H","2","F","H2F","Salvia",0.6
"Salvia mcvaughii","","S","1","BD","S1BD","Salvia",0.3
"Salvia meera","","S","1","BD","S1BD","Salvia",0.3
"Salvia melissodora","S","S","1","BE","S1BE","Salvia",0.3
"Salvia melissodora","S","S","1","BE","S1BE","Salvia",0.6
"Salvia mexiae","","S","1","BD","S1BD","Salvia",0.3
"Salvia mexicana","H","H","2","F","H2F","Salvia",0.6
"Salvia microdictya","","H","2","F","H2F","Salvia",0.6
"Salvia miniata","","S","1","BD","S1BD","Salvia",0.3
"Salvia mocinoi","","H","2","F","H2F","Salvia",0.6
"Salvia mocinoi","","H","2","F","H2F","Salvia",0.3
"Salvia modesta","","H","2","F","H2F","Salvia",0.6
"Salvia modica","","H","2","F","H2F","Salvia",0.6
"Salvia monclovensis","","H","2","F","H2F","Salvia",0.6
"Salvia moniliformis","","H","2","F","H2F","Salvia",0.6
"Salvia montecristina","","H","2","F","H2F","Salvia",0.6
"Salvia moranii","","S","1","BD","S1BD","Salvia",0.3
"Salvia mornicola","","H","2","F","H2F","Salvia",0.6
"Salvia muelleri","","H","2","F","H2F","Salvia",0.6
"Salvia muscarioides","","H","2","F","H2F","Salvia",0.6
"Salvia nana","H","H","2","F","H2F","Salvia",0.6
"Salvia breviflora","","H","2","F","H2F","Salvia",0.3
"Salvia breviflora","","H","2","F","H2F","Salvia",0.6
"Salvia nervata","S","S","1","BD","S1BD","Salvia",0.6
"Salvia nervata","S","S","1","BD","S1BD","Salvia",0.3
"Salvia dichlamys","","H","2","F","H2F","Salvia",0.3
"Salvia dichlamys","","H","2","F","H2F","Salvia",0.6
"Salvia nitida","H","H","2","F","H2F","Salvia",0.6
"Salvia oaxacana","S","S","1","BD","S1BD","Salvia",0.3
"Salvia oblongifolia","","S","1","BD","S1BD","Salvia",0.3
"Salvia occidua","","S","1","BD","S1BD","Salvia",0.3
"Salvia odam","","S","1","BD","S1BD","Salvia",0.3
"Salvia omissa","","S","1","BD","S1BD","Salvia",0.3
"Salvia opertiflora","S","S","1","BD","S1BD","Salvia",0.3
"Salvia oreopola","H","H","2","F","H2F","Salvia",0.6
"Salvia oresbia","","H","2","F","H2F","Salvia",0.6
"Salvia fulgens","","H","2","F","H2F","Salvia",0.6
"Salvia pachystachya","","S","1","BD","S1BD","Salvia",0.3
"Salvia pannosa","","S","1","BD","S1BD","Salvia",0.3
"Salvia pansamalensis","S","S","1","BD","S1BD","Salvia",0.3
"Salvia parciflora","","H","2","F","H2F","Salvia",0.6
"Salvia paryskii","","H","2","F","H2F","Salvia",0.6
"Salvia patens","","H","2","F","H2F","Salvia",0.6
"Salvia paupercula","","S","1","BD","S1BD","Salvia",0.3
"Salvia peninsularis","S","S","1","BD","S1BD","Salvia",0.3
"Salvia pennellii","","H","2","F","H2F","Salvia",0.6
"Salvia pericona","","S","1","BD","S1BD","Salvia",0.3
"Salvia perlonga","","S","1","BD","S1BD","Salvia",0.3
"Salvia pexa","","S","1","BD","S1BD","Salvia",0.3
"Salvia phaenostemma","","H","2","F","H2F","Salvia",0.6
"Salvia platycheila","","S","1","BD","S1BD","Salvia",0.3
"Salvia platyphylla","","S","1","BD","S1BD","Salvia",0.3
"Salvia plurispicata","","H","2","F","H2F","Salvia",0.6
"Salvia podadena","","H","2","F","H2F","Salvia",0.6
"Salvia polystachia","","H","2","F","H2F","Salvia",0.6
"Salvia lasiantha","","H","2","F","H2F","Salvia",0.3
"Salvia lasiantha","","H","2","F","H2F","Salvia",0.6
"Salvia potus","","S","1","BD","S1BD","Salvia",0.3
"Salvia praeterita","","H","2","F","H2F","Salvia",0.6
"Salvia primuliformis","","H","2","F","H2F","Salvia",0.6
"Salvia pringlei","","H","2","F","H2F","Salvia",0.6
"Salvia protracta","","S","1","BD","S1BD","Salvia",0.3
"Salvia protracta","","S","1","BD","S1BD","Salvia",0.6
"Salvia pruinosa","","H","2","F","H2F","Salvia",0.6
"Salvia prunelloides","H","H","2","F","H2F","Salvia",0.6
"Salvia prunifolia","","H","2","F","H2F","Salvia",0.6
"Salvia pseudoincisa","","S","1","BD","S1BD","Salvia",0.3
"Salvia pseudomisella","","S","1","BD","S1BD","Salvia",0.3
"Salvia pseudopallida","","S","1","BD","S1BD","Salvia",0.3
"Salvia pteroura","S","S","1","BD","S1BD","Salvia",0.3
"Salvia puberula","","H","2","F","H2F","Salvia",0.6
"Salvia pubescens","","S","1","BD","S1BD","Salvia",0.6
"Salvia pubescens","","S","1","BD","S1BD","Salvia",0.3
"Salvia pugana","","S","1","BD","S1BD","Salvia",0.3
"Salvia pulchella","","H","2","F","H2F","Salvia",0.6
"Salvia purepecha","","S","1","BD","S1BD","Salvia",0.3
"Salvia purpusii","","S","1","BD","S1BD","Salvia",0.3
"Salvia pusilla","","S","1","BD","S1BD","Salvia",0.3
"Salvia protracta","","H","2","F","H2F","Salvia",0.3
"Salvia protracta","","H","2","F","H2F","Salvia",0.6
"Salvia quercetorum","","S","1","BD","S1BD","Salvia",0.3
"Salvia ramamoorthyana","","H","2","F","H2F","Salvia",0.6
"Salvia ramirezii","","S","1","BD","S1BD","Salvia",0.3
"Salvia ramosa","","S","1","BD","S1BD","Salvia",0.3
"Salvia raveniana","","S","1","BD","S1BD","Salvia",0.3
"Salvia recurva","","S","1","BD","S1BD","Salvia",0.3
"Salvia remota","","S","1","BD","S1BD","Salvia",0.3
"Salvia reptans","H","H","2","F","H2F","Salvia",0.6
"Salvia richardsonii","","S","1","BD","S1BD","Salvia",0.3
"Salvia rogersiana","","S","1","BD","S1BD","Salvia",0.3
"Salvia rosei","","H","2","F","H2F","Salvia",0.6
"Salvia rostellata","","S","1","BD","S1BD","Salvia",0.3
"Salvia mocinoi","S","S","1","BD","S1BD","Salvia",0.6
"Salvia mocinoi","S","S","1","BD","S1BD","Salvia",0.3
"Salvia rubropunctata","","H","2","F","H2F","Salvia",0.6
"Salvia melissodora","","H","2","F","H2F","Salvia",0.3
"Salvia melissodora","","H","2","F","H2F","Salvia",0.6
"Salvia rzedowskii","","S","1","BD","S1BD","Salvia",0.3
"Salvia saccifera","","H","2","F","H2F","Salvia",0.6
"Salvia sacculus","S","S","1","BE","S1BE","Salvia",0.3
"Salvia sanctae-luciae","","H","2","F","H2F","Salvia",0.6
"Salvia santanae","","S","1","BD","S1BD","Salvia",0.3
"Salvia carnea","","H","2","F","H2F","Salvia",0.6
"Salvia scabrata","","H","2","F","H2F","Salvia",0.6
"Salvia scaposa","","S","1","BD","S1BD","Salvia",0.3
"Salvia seemannii","","H","2","F","H2F","Salvia",0.6
"Salvia selleana","","H","2","F","H2F","Salvia",0.6
"Salvia semiatrata","","S","1","BD","S1BD","Salvia",0.3
"Salvia semiscaposa","","S","1","BD","S1BD","Salvia",0.3
"Salvia serboana","","S","1","BD","S1BD","Salvia",0.3
"Salvia serpyllifolia","","S","1","BD","S1BD","Salvia",0.3
"Salvia sessei","","H","2","F","H2F","Salvia",0.6
"Salvia occidentalis","","H","2","F","H2F","Salvia",0.6
"Salvia setulosa","H","H","2","F","H2F","Salvia",0.6
"Salvia shannonii","S","S","1","BD","S1BD","Salvia",0.3
"Salvia sharpii","","H","2","F","H2F","Salvia",0.6
"Salvia similis","S","S","1","BD","S1BD","Salvia",0.3
"Salvia sinaloensis","","H","2","F","H2F","Salvia",0.6
"Salvia speirematoides","","H","2","F","H2F","Salvia",0.6
"Salvia stachyoides","","H","2","F","H2F","Salvia",0.6
"Salvia stachyoides","","H","2","F","H2F","Salvia",0.3
"Salvia stolonifera","","S","1","BD","S1BD","Salvia",0.3
"Salvia stachyoides","S","S","1","BD","S1BD","Salvia",0.6
"Salvia stachyoides","S","S","1","BD","S1BD","Salvia",0.3
"Salvia strobilanthoides","","H","2","F","H2F","Salvia",0.6
"Salvia subaequalis","","H","2","F","H2F","Salvia",0.6
"Salvia subglabra","","H","2","F","H2F","Salvia",0.6
"Salvia subhastata","","S","1","BD","S1BD","Salvia",0.3
"Salvia subobscura","","S","1","BD","S1BD","Salvia",0.3
"Salvia subpatens","","S","1","BD","S1BD","Salvia",0.3
"Salvia subpatens","","S","1","BD","S1BD","Salvia",0.6
"Salvia subrubens","","H","2","F","H2F","Salvia",0.6
"Salvia synodonta","","S","1","BD","S1BD","Salvia",0.3
"Salvia tehuacana","","S","1","BD","S1BD","Salvia",0.3
"Salvia tenella","","H","2","F","H2F","Salvia",0.6
"Salvia tenorioi","","S","1","BD","S1BD","Salvia",0.3
"Salvia tepicensis","","H","2","F","H2F","Salvia",0.6
"Salvia teresae","","H","2","F","H2F","Salvia",0.6
"Salvia tetramerioides","","S","1","BD","S1BD","Salvia",0.3
"Salvia textitlana","","S","1","BD","S1BD","Salvia",0.3
"Salvia thormannii","","H","2","F","H2F","Salvia",0.6
"Salvia thymoides","S","S","1","BD","S1BD","Salvia",0.3
"Salvia tilantongensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia toaensis","","H","2","F","H2F","Salvia",0.6
"Salvia tonalensis","H","H","2","F","H2F","Salvia",0.6
"Salvia tonaticensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia topiensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia tortuensis","","H","2","F","H2F","Salvia",0.6
"Salvia townsendii","","H","2","F","H2F","Salvia",0.6
"Salvia trichopes","","H","2","F","H2F","Salvia",0.6
"Salvia tricuspidata","","S","1","BD","S1BD","Salvia",0.3
"Salvia tubifera","H","H","2","F","H2F","Salvia",0.6
"Salvia tuerckheimii","","H","2","F","H2F","Salvia",0.6
"Salvia turneri","","S","1","BD","S1BD","Salvia",0.3
"Salvia umbraticola","","S","1","BD","S1BD","Salvia",0.3
"Salvia uncinata","","H","2","F","H2F","Salvia",0.6
"Salvia unicostata","","H","2","F","H2F","Salvia",0.6
"Salvia univerticillata","","S","1","BD","S1BD","Salvia",0.3
"Salvia urica","","S","1","BD","S1BD","Salvia",0.3
"Salvia urolepis","","H","2","F","H2F","Salvia",0.6
"Salvia uruapana","","S","1","BD","S1BD","Salvia",0.3
"Salvia vazquezii","","S","1","BD","S1BD","Salvia",0.3
"Salvia venturana","","S","1","BD","S1BD","Salvia",0.3
"Salvia verecunda","","S","1","BD","S1BD","Salvia",0.3
"Salvia veronicifolia","","H","2","F","H2F","Salvia",0.6
"Salvia villosa","","H","2","F","H2F","Salvia",0.6
"Salvia subpatens","","H","2","F","H2F","Salvia",0.3
"Salvia subpatens","","H","2","F","H2F","Salvia",0.6
"Salvia vitifolia","H","H","2","F","H2F","Salvia",0.6
"Salvia wagneriana","S","S","1","BD","S1BD","Salvia",0.3
"Salvia whitefoordiae","","S","1","BD","S1BD","Salvia",0.3
"Salvia xalapensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia xolocotzii","","S","1","BD","S1BD","Salvia",0.3
"Salvia zacualpanensis","","S","1","BD","S1BD","Salvia",0.3
"Salvia zamoranensis","","H","2","F","H2F","Salvia",0.6
"Salvia zaragozana","","H","2","F","H2F","Salvia",0.6
"Salvinia cyathiformis","","H","2","A","H2A","Salvinia",0
"Salvinia radula","H.A","H","2","A","H2A","Salvinia",0
"Salvinia sprucei","H.A","H","2","A","H2A","Salvinia",0
"Sambucus nigra ssp. canadensis","S2BD","S","2","BD","S2BD","Sambucus",5
"Sambucus nigra ssp. cerulea","S2BD","S","2","BD","S2BD","Sambucus",5
"Samolus cinerascens","","H","2","F","H2F","Samolus",0.6
"Samolus dichondrifolius","","H","2","F","H2F","Samolus",0.6
"Samuelssonia verrucosa","","H","2","F","H2F","Samuelssonia",0.6
"Samyda cubensis","T.BE","T","1","BE","T1BE","Samyda",12
"Samyda glabrata","T.BE","T","1","BE","T1BE","Samyda",12
"Samyda macrantha","T.BE","T","1","BE","T1BE","Samyda",12
"Casearia mexicana","","T","1","BE","T1BE","Casearia",12
"Samyda ramosissima","T.BE","T","1","BE","T1BE","Samyda",12
"Samyda spinulosa","T.BE","T","1","BE","T1BE","Samyda",12
"Samyda villosa","T.BE","T","1","BE","T1BE","Samyda",12
"Casearia yucatanensis","","T","1","BE","T1BE","Casearia",12
"Sanchezia lutea","S2BE","S","2","BE","S2BE","Sanchezia",3
"Sanchezia pennellii","S2BE","S","2","BE","S2BE","Sanchezia",3
"Sanguisorba canadensis ssp. latifolia","H","H","2","F","H2F","Sanguisorba",0.6
"Sanicula �hoffmannii","","H","2","F","H2F","Sanicula",0.6
"Sanicula deserticola","","H","2","F","H2F","Sanicula",0.6
"Sanicula liberta","H","H","2","F","H2F","Sanicula",0.6
"Sanicula moranii","","H","2","F","H2F","Sanicula",0.6
"Sanvitalia fruticosa","","H","1","F","H1F","Sanvitalia",0.6
"Sapium adenodon","T.BE","T","2","BE","T2BE","Sapium",24
"Sapium allenii","T.BE","T","2","BE","T2BE","Sapium",24
"Sapium cuneatum","T.BE","T","2","BE","T2BE","Sapium",24
"Sapium daphnoides","T.BE","T","2","BE","T2BE","Sapium",24
"Sapium haitiense","T.BE","T","2","BE","T2BE","Sapium",24
"Sapium lateriflorum","T.BE","T","2","BE","T2BE","Sapium",24
"Sapium leucogynum","T.BE","T","2","BE","T2BE","Sapium",24
"Sapium macrocarpum","T.B","T","2","BE","T2BE","Sapium",24
"Sapium pachystachys","T.B","T","2","BE","T2BE","Sapium",24
"Sapium parvifolium","T.BE","T","2","BE","T2BE","Sapium",24
"Sapphoa ekmanii","","H","2","F","H2F","Sapphoa",0.6
"Sapphoa rigidifolia","","H","2","F","H2F","Sapphoa",0.6
"Sapranthus campechianus","T.BE","T","2","BE","T2BE","Sapranthus",24
"Sapranthus microcarpus","T.BE","T","2","BE","T2BE","Sapranthus",24
"Sapranthus palanga","T.BE","T","2","BE","T2BE","Sapranthus",24
"Sapranthus violaceus","T.BE","T","2","BE","T2BE","Sapranthus",24
"Sapranthus viridiflorus","T.BE","T","2","BE","T2BE","Sapranthus",24
"Sarcaulus brasiliensis","T.B","T","2","F","T2F","Sarcaulus",24
"Sarcococca conzattii","S","S","2","F","S2F","Sarcococca",3
"Sarcocornia ambigua","H.F","H","2","F","H2F","Sarcocornia",0.6
"Sarcoglottis acaulis","H","H","2","F","H2F","Sarcoglottis",0.6
"Sarcoglottis assurgens","","H","2","F","H2F","Sarcoglottis",0.6
"Sarcoglottis cerina","H","H","2","F","H2F","Sarcoglottis",0.6
"Sarcoglottis pauciflora","","H","2","F","H2F","Sarcoglottis",0.6
"Sarcoglottis hunteriana","H","H","2","F","H2F","Sarcoglottis",0.6
"Sarcoglottis lobata","","E",".","F","E.F","Sarcoglottis",12
"Sarcoglottis neglecta","","H","2","F","H2F","Sarcoglottis",0.6
