"Scientific.Name","preGH","Stem","Size","Leaf","GH","genus","ht.max"
"Carex klamathensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex kobomugi","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex kraliana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex krausei","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lachenalii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lacustris","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex laeviconica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex laeviculmis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex laevigata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex laevivaginata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lapponica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lasiocarpa","H2GC","H","2","GC","H2GC","Carex",0.9
"Carex latebracteata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex planostachys","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex laxa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex laxiculmis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex laxiflora","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex leavenworthii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lemmonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lenticularis","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex leporina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex leporinella","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex leptalea","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex leptonervia","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex leptopoda","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex leucodonta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex limosa","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex livida","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex loliacea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lonchocarpa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex longii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex louisianica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lucorum","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lupuliformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lupulina","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex lurida","H2GC","H","2","GC","H2GC","Carex",1
"Carex lutea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex luzulifolia","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex luzulina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex lyngbyei","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex mackenziei","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex macloviana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex macrocephala","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex macrochaeta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex macrostachys","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex magellanica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex manhartii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex marina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex mariposana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex maritima","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex mckittrickensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex meadii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex media","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex melanostachya","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex membranacea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex mendocinensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex merritt-fernaldii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex mertensii","H2GC","H","2","GC","H2GC","Carex",1
"Carex mesochorea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex meyenii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex michauxiana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex microchaeta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex microdonta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex microglochin","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex micropoda","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex microptera","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex microrhyncha","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex misandroides","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex misera","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex missouriensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex mitchelliana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex molesta","H2GC","H","2","GC","H2GC","Carex",1
"Carex molestiformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex montis-eeka","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex muehlenbergii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex multicaulis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex multicostata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex muricata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex muriculata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex muskingumensis","H2GC","H","2","GC","H2GC","Carex",1
"Carex nardina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex nebrascensis","H2GC","H","2","GC","H2GC","Carex",1
"Carex nelsonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex nervina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex neurophora","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex nigra","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex nigricans","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex nigromarginata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex normalis","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex norvegica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex nova","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex novae-angliae","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex nudata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex obispoensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex obnupta","H2GC","H","2","GC","H2GC","Carex",1
"Carex obtusata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex occidentalis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex oklahomensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex oligocarpa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex oligosperma","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex muehlenbergii var. enervis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex opaca","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex oreocharis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex orestera","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex ormostachya","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex oronensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex ouachitana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex oxylepis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex ozarkana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pachystachya","H2GC","H","2","GC","H2GC","Carex",1
"Carex paeninsulae","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex paleacea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pallescens","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex panicea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pansa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex parallela","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex parryana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pauciflora","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex paysonis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex peckii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pedunculata","H2GC","H","2","GC","H2GC","Carex",0.2
"Carex pellita","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pelocarpa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pendula","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pensylvanica","H2GC","H","2","GC","H2GC","Carex",0.2
"Carex perdentata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex perglobosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex petasata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex petricosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex phaeocephala","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex picta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pigra","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pityophila","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex planispicata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex plantaginea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex platyphylla","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pluriflora","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex podocarpa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex polymorpha","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex polystachya","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex praeceptorum","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex praegracilis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex prairea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex prasina","H2GC","H","2","GC","H2GC","Carex",0.7
"Carex praticola","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex preslii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex projecta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex proposita","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex pseudocyperus","H2GC","H","2","GC","H2GC","Carex",0.8
"Carex pumila","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex purpurifera","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex radfordii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex radiata","H2GC","H","2","GC","H2GC","Carex",0.1
"Carex ramenskii","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex rariflora","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex raynoldsii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex recta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex reniformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex retroflexa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex retrorsa","H2GC","H","2","GC","H2GC","Carex",1
"Carex reznicekii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex richardsonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex roanensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex rosea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex rossii","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex rostrata","H2GC","H","2","GC","H2GC","Carex",1
"Carex rotundata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex rufina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex rupestris","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex ruthii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sabulosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex salina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex saliniformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sartwelliana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sartwellii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex saxatilis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex saximontana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex scabrata","H2GC","H","2","GC","H2GC","Carex",1
"Carex scabriuscula","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex schiedeana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex schottii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex schweinitzii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex scirpoidea","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex scoparia","H2GC","H","2","GC","H2GC","Carex",0.8
"Carex scopulorum","H2GC","H","2","GC","H2GC","Carex",0.4
"Carex secalina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex senta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex seorsa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex serpenticola","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex serratodens","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sheldonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex shinnersii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex shortiana","H2GC","H","2","GC","H2GC","Carex",1
"Carex siccata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex silicea","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex simulata","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex socialis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sparganioides","H2GC","H","2","GC","H2GC","Carex",1
"Carex specifica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex spectabilis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex specuicola","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex spicata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sprengelii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex squarrosa","H2GC","H","2","GC","H2GC","Carex",1
"Carex stenoptila","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sterilis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex stevenii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex stipata","H2GC","H","2","GC","H2GC","Carex",1
"Carex straminea","H2GC","H","2","GC","H2GC","Carex",1
"Carex straminiformis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex striata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex striatula","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex stricta","H2GC","H","2","GC","H2GC","Carex",1.5
"Carex styloflexa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex stylosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex subbracteata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex suberecta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex subfusca","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex subnigricans","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex subspathacea","H2GC","H","2","GC","H2GC","Carex",0.3
"Carex superata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex supina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex swanii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sychnocephala","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex sylvatica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tahoensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tenax","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tenera","H2GC","H","2","GC","H2GC","Carex",0.8
"Carex tenuiflora","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tetanica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tetrastachya","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex texensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex thornei","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex thunbergii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex thurberi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex timida","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tincta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tiogana","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tompkinsii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tonsa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex torreyi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex torta","H2GC","H","2","GC","H2GC","Carex",0.9
"Carex triangularis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tribuloides","H2GC","H","2","GC","H2GC","Carex",1
"Carex trichocarpa","H2GC","H","2","GC","H2GC","Carex",1
"Carex triquetra","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex trisperma","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tuckermanii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex tumulicola","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex turgescens","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex typhina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex ultra","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex umbellata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex unilateralis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex ursina","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex utriculata","H2GC","H","2","GC","H2GC","Carex",1
"Carex vacillans","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex vaginata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex vallicola","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex venusta","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex vernacula","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex verrucosa","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex vesicaria","H2GC","H","2","GC","H2GC","Carex",1
"Carex vestita","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex vexans","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex virescens","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex viridistellata","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex viridula","H2GC","H","2","GC","H2GC","Carex",0.5
"Carex vulpinoidea","H2GC","H","2","GC","H2GC","Carex",1
"Carex wahuensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex waponahkikensis","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex whitneyi","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex wiegandii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex willdenowii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex williamsii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex woodii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex wootonii","H2GC","H","2","GC","H2GC","Carex",0.6
"Carex X abitibiana","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X aestivaliformis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X arctophila","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X caesariensis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X calderi","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X cayouettei","","H","2","GC","H2GC","Carex",0.6
"Carex X connectens","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X crinitoides","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X deamii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X dumanii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X exsalina","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X firmior","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X flavicans","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X fulva","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X grantii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X groenlandica","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X haematolepis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X hartii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X helvola","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X josephi-schmittii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X kenaica","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X knieskernii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X langeana","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X limula","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X mendica","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X neobigelowii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X neofilipendula","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X neomiliaris","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X neopaleacea","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X neorigida","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X nubens","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X olneyi","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X oneillii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X paleacoides","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X paludivagans","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X pannewitziana","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X patuensis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X persalina","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X physocarpoides","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X pieperiana","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X pseudohelvola","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X quebecensis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X quirponensis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X reducta","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X rollandii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X ruedtii","","H","2","GC","H2GC","Carex",0.6
"Carex X sardloqensis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X saxenii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X soerensenii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X spiculosa","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X stenolepis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X subimpressa","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X sublimosa","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X subnigra","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X subpaleacea","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X subsalina","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X subviridula","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X sullivantii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X supergoodenoughii","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X trichina","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex X ungavensis","H.GC","H","2","GC","H2GC","Carex",0.6
"Carex xerantica","H2GC","H","2","GC","H2GC","Carex",0.6
"Carica papaya","T1P","T","1","P","T1P","Carica",8
"Carissa macrocarpa","S1BE","S","1","BE","S1BE","Carissa",0.3
"Carlina vulgaris","H2F","H","2","F","H2F","Carlina",0.6
"Carlowrightia arizonica","S1BE","S","1","BE","S1BE","Carlowrightia",0.3
"Carlowrightia linearifolia","H2F","H","2","F","H2F","Carlowrightia",0.6
"Carlowrightia mexicana","H2F","H","2","F","H2F","Carlowrightia",0.6
"Carlowrightia parviflora","H2F","H","2","F","H2F","Carlowrightia",0.6
"Carlowrightia parvifolia","H2F","H","2","F","H2F","Carlowrightia",0.6
"Carlowrightia serpyllifolia","H2F","H","2","F","H2F","Carlowrightia",0.6
"Carlowrightia texana","H2F","H","2","F","H2F","Carlowrightia",0.6
"Carlowrightia torreyana","H2F","H","2","F","H2F","Carlowrightia",0.6
"Carlquistia muirii","H2F","H","2","F","H2F","Carlquistia",0.6
"Carludovica palmata","H.F","H","1","F","H1F","Carludovica",0.6
"Carminatia tenuiflora","H1F","H","1","F","H1F","Carminatia",0.6
"Ehretia microphylla","T1BE","T","1","BE","T1BE","Ehretia",12
"Carnegiea gigantea","T1U","T","1","U","T1U","Carnegiea",15
"Carpenteria californica","S2BE","S","2","BE","S2BE","Carpenteria",3
"Carphephorus bellidifolius","H2F","H","2","F","H2F","Carphephorus",0.6
"Litrisa carnosa","H2F","H","2","F","H2F","Litrisa",0.6
"Carphephorus corymbosus","H2F","H","2","F","H2F","Carphephorus",0.6
"Trilisa odoratissima","H2F","H","2","F","H2F","Trilisa",0.6
"Trilisa paniculata","H2F","H","2","F","H2F","Trilisa",0.6
"Carphephorus pseudoliatris","H2F","H","2","F","H2F","Carphephorus",0.6
