"family","genus","type"
"Sporolithaceae","Sporolithon","red algae"
"Thoreaceae","Nemalionopsis","red algae"
"Thoreaceae","Thorea","red algae"
"Phragmonemataceae","Kyliniella","red algae"
"Porphyridiaceae","Chroothece","red algae"
"Porphyridiaceae","Flintiella","red algae"
"Porphyridiaceae","Porphyridium","red algae"
"Dixoniellaceae","Bulboplastis","red algae"
"Dixoniellaceae","Dixoniella","red algae"
"Glaucosphaeraceae","Glaucosphaera","red algae"
"Glaucosphaeraceae","Rhodella","red algae"
"Rhodellaceae","Corynoplastis","red algae"
"Phragmonemataceae","Neevea","red algae"
"Phragmonemataceae","Phragmonema","red algae"
"Stylonemataceae","Bangiopsis","red algae"
"Stylonemataceae","Chroodactylon","red algae"
"Stylonemataceae","Goniotrichopsis","red algae"
"Stylonemataceae","Goniotrichum","red algae"
"Stylonemataceae","Rhodosorus","red algae"
"Stylonemataceae","Rhodospora","red algae"
"Stylonemataceae","Stylonema","red algae"
"Thelocarpaceae","Thelocarpon","lichen"
"Parmeliaceae","Kaernefeltia","lichen"
"Leucodontaceae","Alsia","bryophyte"
"Baeomycetaceae","Anamylospora","lichen"
"Lecanoraceae","Arctopeltis","lichen"
"Thelocarpaceae","Sarcosagium","lichen"
"Calliergonaceae","Sarmenthypnum","bryophyte"
"Amblystegiaceae","Pseudocalliergon","bryophyte"
"Trypetheliaceae","Laurera","lichen"
"Catillariaceae","Solenospora","lichen"
"Parmeliaceae","Everniastrum","lichen"
"Thelenellaceae","Chromatochlamys","lichen"
"Cladoniaceae","Cladina","lichen"
"Caliciaceae","Cyphelium","lichen"
"Pottiaceae","Desmatodon","bryophyte"
"Arthrorhaphidaceae","Gongylia","lichen"
"Schaereriaceae","Hafellnera","lichen"
"Leskeaceae","Bryohaplocladium","bryophyte"
"Rhabdoweisiaceae","Kiaeria","bryophyte"
"Verrucariaceae","Lauderlindsaya","lichen"
"Stereocaulaceae","Leproloma","lichen"
"Verrucariaceae","Kohlmeyera","lichen"
"Lichinaceae","Metamelaena","lichen"
"Parmeliaceae","Neofuscelia","lichen"
"Pottiaceae","Paraleptodontium","bryophyte"
"Koerberiaceae","Vestergrenopsis","lichen"
"Parmeliaceae","Paraparmelia","lichen"
"Parmeliaceae","Rimeliella","lichen"
"Verrucariaceae","Phaeospora","lichen"
"Rhizocarpaceae","Poeltinula","lichen"
"Lichinaceae","Thelignya","lichen"
"Pylaisiaceae","Pylaisiella","bryophyte"
"Roccellaceae","Reinkella","lichen"
"Brachytheciaceae","Steerecleus","bryophyte"
"Bryaceae","Roellia","bryophyte"
